row_id,SKU_A,SKU_B,raw_r,growth_r,pair,quadrant
997,AN48-129T10,XAGRPCFCGIS,0.0504,-0.1357,AN48-129T10 vs XAGRPCFCGIS,Weak
998,AN48-129T10,XAPERC,0.1846,-0.0107,AN48-129T10 vs XAPERC,Weak
999,AN48-129T10,XAPOKGIS,0.2485,-0.1128,AN48-129T10 vs XAPOKGIS,Weak
1000,AN48-129T10,XESB60R,0.0439,-0.2949,AN48-129T10 vs XESB60R,Weak
1001,AN48-129T10,XGNRON,-0.0427,-0.0469,AN48-129T10 vs XGNRON,Weak
1002,AN48-129T10,XS3M501,0.0122,0.01,AN48-129T10 vs XS3M501,Weak
1003,AN48-129T10,XS3M5N11,0.3361,-0.1597,AN48-129T10 vs XS3M5N11,Weak
1004,AN48-129T10,XS3M6003-TY,0.3236,0.1859,AN48-129T10 vs XS3M6003-TY,Weak
1005,AN48-129T10,XS3M6004TY,-0.0754,-0.1382,AN48-129T10 vs XS3M6004TY,Weak
1006,AN48-129T10,XS3M7093TY,0.1529,-0.1258,AN48-129T10 vs XS3M7093TY,Weak
1007,AN48-129T10,XS3M7502TY,0.4338,-0.0267,AN48-129T10 vs XS3M7502TY,Weak
1008,AN48-129T10,XSAE82509TY,0.1176,-0.0861,AN48-129T10 vs XSAE82509TY,Weak
1009,AN48-129T10,XSAE82701,0.0267,0.0298,AN48-129T10 vs XSAE82701,Weak
1010,AN48-129T7,AN48-129T8,0.9355,-0.1884,AN48-129T7 vs AN48-129T8,Spurious (trend only)
1011,AN48-129T7,AN48-129T9,0.9588,0.7307,AN48-129T7 vs AN48-129T9,Spurious (trend only)
1012,AN48-129T7,CR2310AF,-0.0355,0.4446,AN48-129T7 vs CR2310AF,Weak
1013,AN48-129T7,CRST1130,0.5404,0.1962,AN48-129T7 vs CRST1130,Weak
1014,AN48-129T7,DUNB127SXL,-0.2638,0.3126,AN48-129T7 vs DUNB127SXL,Weak
1015,AN48-129T7,GIA2005B,-0.2622,0.3487,AN48-129T7 vs GIA2005B,Weak
1016,AN48-129T7,JYG37510,-0.3317,0.2263,AN48-129T7 vs JYG37510,Weak
1017,AN48-129T7,JYR-1521M,0.3591,0.0041,AN48-129T7 vs JYR-1521M,Weak
1018,AN48-129T7,JYR-2004AM,-0.3751,-0.3038,AN48-129T7 vs JYR-2004AM,Weak
1019,AN48-129T7,JYR-2004AZ,0.0999,0.0455,AN48-129T7 vs JYR-2004AZ,Weak
1020,AN48-129T7,JYR-2004B,-0.0681,0.0934,AN48-129T7 vs JYR-2004B,Weak
1021,AN48-129T7,JYR-2004N,0.3882,0.2416,AN48-129T7 vs JYR-2004N,Weak
1022,AN48-129T7,JYR-2004R,-0.1504,-0.2678,AN48-129T7 vs JYR-2004R,Weak
1023,AN48-129T7,ME6632L,0.863,0.4219,AN48-129T7 vs ME6632L,Spurious (trend only)
1024,AN48-129T7,ME6632M,0.8157,0.198,AN48-129T7 vs ME6632M,Spurious (trend only)
1025,AN48-129T7,ME6632XL,0.7877,0.0054,AN48-129T7 vs ME6632XL,Spurious (trend only)
1026,AN48-129T7,ME9683L,0.6672,0.2835,AN48-129T7 vs ME9683L,Weak
1027,AN48-129T7,ME9683M,0.618,0.1247,AN48-129T7 vs ME9683M,Weak
1028,AN48-129T7,ME9683S,0.6155,0.1109,AN48-129T7 vs ME9683S,Weak
1029,AN48-129T7,MESX200LH,0.4369,0.1918,AN48-129T7 vs MESX200LH,Weak
1030,AN48-129T7,MESX9378KCTV,0.6003,0.2363,AN48-129T7 vs MESX9378KCTV,Weak
1031,AN48-129T7,MESX9667L,-0.2615,0.4575,AN48-129T7 vs MESX9667L,Weak
1032,AN48-129T7,MOM2700,0.4859,0.1267,AN48-129T7 vs MOM2700,Weak
1033,AN48-129T7,MRSR-1060NJTL,0.1414,0.2012,AN48-129T7 vs MRSR-1060NJTL,Weak
1034,AN48-129T7,PIP33-BLK125BPL,0.9212,0.2828,AN48-129T7 vs PIP33-BLK125BPL,Spurious (trend only)
1035,AN48-129T7,PIP33-BLK125BPM,0.8907,0.1771,AN48-129T7 vs PIP33-BLK125BPM,Spurious (trend only)
1036,AN48-129T7,PIP33-BLK125BPS,0.8381,0.2252,AN48-129T7 vs PIP33-BLK125BPS,Spurious (trend only)
1037,AN48-129T7,PIP33-BLK125BPXS,0.7784,0.1897,AN48-129T7 vs PIP33-BLK125BPXS,Spurious (trend only)
1038,AN48-129T7,PIP42-874,0.0677,0.1815,AN48-129T7 vs PIP42-874,Weak
1039,AN48-129T7,PMKN95B,0.2443,0.2884,AN48-129T7 vs PMKN95B,Weak
1040,AN48-129T7,RA99705,0.9275,0.3611,AN48-129T7 vs RA99705,Spurious (trend only)
1041,AN48-129T7,SACFCB02,0.0455,0.2153,AN48-129T7 vs SACFCB02,Weak
1042,AN48-129T7,SFGG805PFL,0.242,0.1089,AN48-129T7 vs SFGG805PFL,Weak
1043,AN48-129T7,SFPUG09VMT,0.0491,0.3467,AN48-129T7 vs SFPUG09VMT,Weak
1044,AN48-129T7,SFPUG111VMT,0.247,0.4211,AN48-129T7 vs SFPUG111VMT,Weak
1045,AN48-129T7,SFPUG611VMT,0.5728,0.2981,AN48-129T7 vs SFPUG611VMT,Weak
1046,AN48-129T7,SPS3960HS,0.079,-0.2172,AN48-129T7 vs SPS3960HS,Weak
1047,AN48-129T7,SPS700HS,0.2328,0.2713,AN48-129T7 vs SPS700HS,Weak
1048,AN48-129T7,SRESM60V,0.3824,0.0118,AN48-129T7 vs SRESM60V,Weak
1049,AN48-129T7,SRMAM,-0.1764,0.063,AN48-129T7 vs SRMAM,Weak
1050,AN48-129T7,SRPEC60X90TY,0.1329,-0.0038,AN48-129T7 vs SRPEC60X90TY,Weak
1051,AN48-129T7,SRPM60X90,0.3068,0.3374,AN48-129T7 vs SRPM60X90,Weak
1052,AN48-129T7,UVS4040,0.8854,0.1616,AN48-129T7 vs UVS4040,Spurious (trend only)
1053,AN48-129T7,UVSVP400,-0.0732,0.1442,AN48-129T7 vs UVSVP400,Weak
1054,AN48-129T7,UVSVP401,0.6285,0.1755,AN48-129T7 vs UVSVP401,Weak
1055,AN48-129T7,XAGRPCFCGIS,0.1062,0.0309,AN48-129T7 vs XAGRPCFCGIS,Weak
1056,AN48-129T7,XAPERC,0.1998,-0.0313,AN48-129T7 vs XAPERC,Weak
1057,AN48-129T7,XAPOKGIS,0.261,-0.088,AN48-129T7 vs XAPOKGIS,Weak
1058,AN48-129T7,XESB60R,0.1225,-0.1408,AN48-129T7 vs XESB60R,Weak
1059,AN48-129T7,XGNRON,-0.0844,0.1808,AN48-129T7 vs XGNRON,Weak
1060,AN48-129T7,XS3M501,0.045,0.1619,AN48-129T7 vs XS3M501,Weak
1061,AN48-129T7,XS3M5N11,0.408,-0.0399,AN48-129T7 vs XS3M5N11,Weak
1062,AN48-129T7,XS3M6003-TY,0.3435,0.2445,AN48-129T7 vs XS3M6003-TY,Weak
1063,AN48-129T7,XS3M6004TY,-0.0713,-0.1171,AN48-129T7 vs XS3M6004TY,Weak
1064,AN48-129T7,XS3M7093TY,0.1626,-0.1718,AN48-129T7 vs XS3M7093TY,Weak
1065,AN48-129T7,XS3M7502TY,0.5076,0.0953,AN48-129T7 vs XS3M7502TY,Weak
1066,AN48-129T7,XSAE82509TY,0.1758,0.0465,AN48-129T7 vs XSAE82509TY,Weak
1067,AN48-129T7,XSAE82701,0.0451,0.0836,AN48-129T7 vs XSAE82701,Weak
1068,AN48-129T8,AN48-129T9,0.959,0.0707,AN48-129T8 vs AN48-129T9,Spurious (trend only)
1069,AN48-129T8,CR2310AF,-0.0705,0.1601,AN48-129T8 vs CR2310AF,Weak
1070,AN48-129T8,CRST1130,0.5269,0.1516,AN48-129T8 vs CRST1130,Weak
1071,AN48-129T8,DUNB127SXL,-0.2506,0.2854,AN48-129T8 vs DUNB127SXL,Weak
1072,AN48-129T8,GIA2005B,-0.2664,0.0661,AN48-129T8 vs GIA2005B,Weak
1073,AN48-129T8,JYG37510,-0.3091,0.0357,AN48-129T8 vs JYG37510,Weak
1074,AN48-129T8,JYR-1521M,0.3785,0.0983,AN48-129T8 vs JYR-1521M,Weak
1075,AN48-129T8,JYR-2004AM,-0.3471,0.6438,AN48-129T8 vs JYR-2004AM,Weak
1076,AN48-129T8,JYR-2004AZ,0.0893,-0.0909,AN48-129T8 vs JYR-2004AZ,Weak
1077,AN48-129T8,JYR-2004B,-0.0932,-0.2089,AN48-129T8 vs JYR-2004B,Weak
1078,AN48-129T8,JYR-2004N,0.4431,0.3665,AN48-129T8 vs JYR-2004N,Weak
1079,AN48-129T8,JYR-2004R,-0.1208,0.6105,AN48-129T8 vs JYR-2004R,Weak
1080,AN48-129T8,ME6632L,0.8489,-0.013,AN48-129T8 vs ME6632L,Spurious (trend only)
1081,AN48-129T8,ME6632M,0.8086,0.0162,AN48-129T8 vs ME6632M,Spurious (trend only)
1082,AN48-129T8,ME6632XL,0.8198,0.0371,AN48-129T8 vs ME6632XL,Spurious (trend only)
1083,AN48-129T8,ME9683L,0.6649,-0.1841,AN48-129T8 vs ME9683L,Weak
1084,AN48-129T8,ME9683M,0.6291,0.17,AN48-129T8 vs ME9683M,Weak
1085,AN48-129T8,ME9683S,0.5953,0.1601,AN48-129T8 vs ME9683S,Weak
1086,AN48-129T8,MESX200LH,0.4388,0.0305,AN48-129T8 vs MESX200LH,Weak
1087,AN48-129T8,MESX9378KCTV,0.5676,0.137,AN48-129T8 vs MESX9378KCTV,Weak
1088,AN48-129T8,MESX9667L,-0.2891,-0.0914,AN48-129T8 vs MESX9667L,Weak
1089,AN48-129T8,MOM2700,0.5093,0.0888,AN48-129T8 vs MOM2700,Weak
1090,AN48-129T8,MRSR-1060NJTL,0.0952,-0.0714,AN48-129T8 vs MRSR-1060NJTL,Weak
1091,AN48-129T8,PIP33-BLK125BPL,0.9262,-0.0793,AN48-129T8 vs PIP33-BLK125BPL,Spurious (trend only)
1092,AN48-129T8,PIP33-BLK125BPM,0.8987,0.2334,AN48-129T8 vs PIP33-BLK125BPM,Spurious (trend only)
1093,AN48-129T8,PIP33-BLK125BPS,0.8349,0.1771,AN48-129T8 vs PIP33-BLK125BPS,Spurious (trend only)
1094,AN48-129T8,PIP33-BLK125BPXS,0.7896,0.2915,AN48-129T8 vs PIP33-BLK125BPXS,Spurious (trend only)
1095,AN48-129T8,PIP42-874,0.0575,0.0359,AN48-129T8 vs PIP42-874,Weak
1096,AN48-129T8,PMKN95B,0.2308,0.052,AN48-129T8 vs PMKN95B,Weak
1097,AN48-129T8,RA99705,0.9404,-0.0405,AN48-129T8 vs RA99705,Spurious (trend only)
1098,AN48-129T8,SACFCB02,0.0337,0.1164,AN48-129T8 vs SACFCB02,Weak
1099,AN48-129T8,SFGG805PFL,0.2299,-0.0674,AN48-129T8 vs SFGG805PFL,Weak
1100,AN48-129T8,SFPUG09VMT,0.0196,-0.0019,AN48-129T8 vs SFPUG09VMT,Weak
1101,AN48-129T8,SFPUG111VMT,0.1973,0.0023,AN48-129T8 vs SFPUG111VMT,Weak
1102,AN48-129T8,SFPUG611VMT,0.5427,-0.0061,AN48-129T8 vs SFPUG611VMT,Weak
1103,AN48-129T8,SPS3960HS,0.0874,0.2988,AN48-129T8 vs SPS3960HS,Weak
1104,AN48-129T8,SPS700HS,0.2357,-0.4556,AN48-129T8 vs SPS700HS,Weak
1105,AN48-129T8,SRESM60V,0.3812,0.0962,AN48-129T8 vs SRESM60V,Weak
1106,AN48-129T8,SRMAM,-0.1352,-0.0721,AN48-129T8 vs SRMAM,Weak
1107,AN48-129T8,SRPEC60X90TY,0.1831,-0.068,AN48-129T8 vs SRPEC60X90TY,Weak
1108,AN48-129T8,SRPM60X90,0.2619,-0.2056,AN48-129T8 vs SRPM60X90,Weak
1109,AN48-129T8,UVS4040,0.9129,0.1554,AN48-129T8 vs UVS4040,Spurious (trend only)
1110,AN48-129T8,UVSVP400,-0.0529,0.0308,AN48-129T8 vs UVSVP400,Weak
1111,AN48-129T8,UVSVP401,0.6195,0.1508,AN48-129T8 vs UVSVP401,Weak
1112,AN48-129T8,XAGRPCFCGIS,0.1048,0.0349,AN48-129T8 vs XAGRPCFCGIS,Weak
1113,AN48-129T8,XAPERC,0.2282,0.3614,AN48-129T8 vs XAPERC,Weak
1114,AN48-129T8,XAPOKGIS,0.2753,-0.1276,AN48-129T8 vs XAPOKGIS,Weak
1115,AN48-129T8,XESB60R,0.1458,0.3636,AN48-129T8 vs XESB60R,Weak
1116,AN48-129T8,XGNRON,-0.0581,0.3901,AN48-129T8 vs XGNRON,Weak
1117,AN48-129T8,XS3M501,0.0497,0.356,AN48-129T8 vs XS3M501,Weak
1118,AN48-129T8,XS3M5N11,0.4139,0.312,AN48-129T8 vs XS3M5N11,Weak
1119,AN48-129T8,XS3M6003-TY,0.3212,0.0927,AN48-129T8 vs XS3M6003-TY,Weak
1120,AN48-129T8,XS3M6004TY,-0.0555,-0.0633,AN48-129T8 vs XS3M6004TY,Weak
1121,AN48-129T8,XS3M7093TY,0.1898,0.0725,AN48-129T8 vs XS3M7093TY,Weak
1122,AN48-129T8,XS3M7502TY,0.5013,0.0799,AN48-129T8 vs XS3M7502TY,Weak
1123,AN48-129T8,XSAE82509TY,0.1826,0.0974,AN48-129T8 vs XSAE82509TY,Weak
1124,AN48-129T8,XSAE82701,0.0646,0.1293,AN48-129T8 vs XSAE82701,Weak
1125,AN48-129T9,CR2310AF,-0.0495,0.4904,AN48-129T9 vs CR2310AF,Weak
1126,AN48-129T9,CRST1130,0.5396,0.2333,AN48-129T9 vs CRST1130,Weak
1127,AN48-129T9,DUNB127SXL,-0.2485,0.6913,AN48-129T9 vs DUNB127SXL,Weak
1128,AN48-129T9,GIA2005B,-0.2388,0.3851,AN48-129T9 vs GIA2005B,Weak
1129,AN48-129T9,JYG37510,-0.3174,0.2762,AN48-129T9 vs JYG37510,Weak
1130,AN48-129T9,JYR-1521M,0.3775,0.0333,AN48-129T9 vs JYR-1521M,Weak
1131,AN48-129T9,JYR-2004AM,-0.3574,0.3368,AN48-129T9 vs JYR-2004AM,Weak
1132,AN48-129T9,JYR-2004AZ,0.1208,0.0,AN48-129T9 vs JYR-2004AZ,Weak
1133,AN48-129T9,JYR-2004B,-0.0639,0.2704,AN48-129T9 vs JYR-2004B,Weak
1134,AN48-129T9,JYR-2004N,0.4586,0.4154,AN48-129T9 vs JYR-2004N,Weak
1135,AN48-129T9,JYR-2004R,-0.1336,-0.1098,AN48-129T9 vs JYR-2004R,Weak
1136,AN48-129T9,ME6632L,0.8482,0.3888,AN48-129T9 vs ME6632L,Spurious (trend only)
1137,AN48-129T9,ME6632M,0.8261,0.3662,AN48-129T9 vs ME6632M,Spurious (trend only)
1138,AN48-129T9,ME6632XL,0.7996,0.1532,AN48-129T9 vs ME6632XL,Spurious (trend only)
1139,AN48-129T9,ME9683L,0.6619,0.2284,AN48-129T9 vs ME9683L,Weak
1140,AN48-129T9,ME9683M,0.6254,0.2167,AN48-129T9 vs ME9683M,Weak
1141,AN48-129T9,ME9683S,0.6298,0.2577,AN48-129T9 vs ME9683S,Weak
1142,AN48-129T9,MESX200LH,0.4498,0.264,AN48-129T9 vs MESX200LH,Weak
1143,AN48-129T9,MESX9378KCTV,0.5971,0.2396,AN48-129T9 vs MESX9378KCTV,Weak
1144,AN48-129T9,MESX9667L,-0.2473,0.4507,AN48-129T9 vs MESX9667L,Weak
1145,AN48-129T9,MOM2700,0.5196,0.2231,AN48-129T9 vs MOM2700,Weak
1146,AN48-129T9,MRSR-1060NJTL,0.1336,0.1888,AN48-129T9 vs MRSR-1060NJTL,Weak
1147,AN48-129T9,PIP33-BLK125BPL,0.926,0.2944,AN48-129T9 vs PIP33-BLK125BPL,Spurious (trend only)
1148,AN48-129T9,PIP33-BLK125BPM,0.8869,0.1397,AN48-129T9 vs PIP33-BLK125BPM,Spurious (trend only)
1149,AN48-129T9,PIP33-BLK125BPS,0.8345,0.3169,AN48-129T9 vs PIP33-BLK125BPS,Spurious (trend only)
1150,AN48-129T9,PIP33-BLK125BPXS,0.7724,0.3018,AN48-129T9 vs PIP33-BLK125BPXS,Spurious (trend only)
1151,AN48-129T9,PIP42-874,0.0661,0.2974,AN48-129T9 vs PIP42-874,Weak
1152,AN48-129T9,PMKN95B,0.2494,0.2953,AN48-129T9 vs PMKN95B,Weak
1153,AN48-129T9,RA99705,0.9075,0.298,AN48-129T9 vs RA99705,Spurious (trend only)
1154,AN48-129T9,SACFCB02,0.0173,0.0936,AN48-129T9 vs SACFCB02,Weak
1155,AN48-129T9,SFGG805PFL,0.2273,-0.0056,AN48-129T9 vs SFGG805PFL,Weak
1156,AN48-129T9,SFPUG09VMT,0.0658,0.3456,AN48-129T9 vs SFPUG09VMT,Weak
1157,AN48-129T9,SFPUG111VMT,0.2523,0.3765,AN48-129T9 vs SFPUG111VMT,Weak
1158,AN48-129T9,SFPUG611VMT,0.5879,0.3105,AN48-129T9 vs SFPUG611VMT,Weak
1159,AN48-129T9,SPS3960HS,0.0746,-0.3455,AN48-129T9 vs SPS3960HS,Weak
1160,AN48-129T9,SPS700HS,0.2138,0.1273,AN48-129T9 vs SPS700HS,Weak
1161,AN48-129T9,SRESM60V,0.4003,0.3078,AN48-129T9 vs SRESM60V,Weak
1162,AN48-129T9,SRMAM,-0.1425,0.2993,AN48-129T9 vs SRMAM,Weak
1163,AN48-129T9,SRPEC60X90TY,0.157,-0.0139,AN48-129T9 vs SRPEC60X90TY,Weak
1164,AN48-129T9,SRPM60X90,0.2867,0.2978,AN48-129T9 vs SRPM60X90,Weak
1165,AN48-129T9,UVS4040,0.9156,0.3732,AN48-129T9 vs UVS4040,Spurious (trend only)
1166,AN48-129T9,UVSVP400,-0.0673,0.2129,AN48-129T9 vs UVSVP400,Weak
1167,AN48-129T9,UVSVP401,0.6385,0.3034,AN48-129T9 vs UVSVP401,Weak
1168,AN48-129T9,XAGRPCFCGIS,0.094,-0.0227,AN48-129T9 vs XAGRPCFCGIS,Weak
1169,AN48-129T9,XAPERC,0.2066,0.1372,AN48-129T9 vs XAPERC,Weak
1170,AN48-129T9,XAPOKGIS,0.2687,-0.1433,AN48-129T9 vs XAPOKGIS,Weak
1171,AN48-129T9,XESB60R,0.1279,0.0923,AN48-129T9 vs XESB60R,Weak
1172,AN48-129T9,XGNRON,-0.0662,0.6932,AN48-129T9 vs XGNRON,Weak
1173,AN48-129T9,XS3M501,0.0455,0.2851,AN48-129T9 vs XS3M501,Weak
1174,AN48-129T9,XS3M5N11,0.4011,0.0061,AN48-129T9 vs XS3M5N11,Weak
1175,AN48-129T9,XS3M6003-TY,0.3401,0.3172,AN48-129T9 vs XS3M6003-TY,Weak
1176,AN48-129T9,XS3M6004TY,-0.0662,-0.0348,AN48-129T9 vs XS3M6004TY,Weak
1177,AN48-129T9,XS3M7093TY,0.171,-0.1897,AN48-129T9 vs XS3M7093TY,Weak
1178,AN48-129T9,XS3M7502TY,0.5093,0.2049,AN48-129T9 vs XS3M7502TY,Weak
1179,AN48-129T9,XSAE82509TY,0.1669,0.0896,AN48-129T9 vs XSAE82509TY,Weak
1180,AN48-129T9,XSAE82701,0.0465,0.106,AN48-129T9 vs XSAE82701,Weak
1181,CR2310AF,CRST1130,-0.0092,0.1043,CR2310AF vs CRST1130,Weak
1182,CR2310AF,DUNB127SXL,0.3469,0.0538,CR2310AF vs DUNB127SXL,Weak
1183,CR2310AF,GIA2005B,0.1405,0.2862,CR2310AF vs GIA2005B,Weak
1184,CR2310AF,JYG37510,0.0047,0.2227,CR2310AF vs JYG37510,Weak
1185,CR2310AF,JYR-1521M,0.451,0.226,CR2310AF vs JYR-1521M,Weak
1186,CR2310AF,JYR-2004AM,-0.1356,0.1107,CR2310AF vs JYR-2004AM,Weak
1187,CR2310AF,JYR-2004AZ,0.0989,0.0699,CR2310AF vs JYR-2004AZ,Weak
1188,CR2310AF,JYR-2004B,0.0275,-0.0167,CR2310AF vs JYR-2004B,Weak
1189,CR2310AF,JYR-2004N,-0.054,0.52,CR2310AF vs JYR-2004N,Weak
1190,CR2310AF,JYR-2004R,-0.0957,-0.2082,CR2310AF vs JYR-2004R,Weak
1191,CR2310AF,ME6632L,-0.0589,0.2284,CR2310AF vs ME6632L,Weak
1192,CR2310AF,ME6632M,-0.0597,0.0296,CR2310AF vs ME6632M,Weak
1193,CR2310AF,ME6632XL,-0.0533,-0.0605,CR2310AF vs ME6632XL,Weak
1194,CR2310AF,ME9683L,0.1639,0.1855,CR2310AF vs ME9683L,Weak
1195,CR2310AF,ME9683M,0.1981,0.2841,CR2310AF vs ME9683M,Weak
1196,CR2310AF,ME9683S,-0.0709,-0.0697,CR2310AF vs ME9683S,Weak
1197,CR2310AF,MESX200LH,0.146,0.2937,CR2310AF vs MESX200LH,Weak
1198,CR2310AF,MESX9378KCTV,-0.0137,-0.1211,CR2310AF vs MESX9378KCTV,Weak
1199,CR2310AF,MESX9667L,0.0785,0.2211,CR2310AF vs MESX9667L,Weak
1200,CR2310AF,MOM2700,0.1689,0.1935,CR2310AF vs MOM2700,Weak
1201,CR2310AF,MRSR-1060NJTL,0.614,0.3117,CR2310AF vs MRSR-1060NJTL,Weak
1202,CR2310AF,PIP33-BLK125BPL,-0.05,0.3832,CR2310AF vs PIP33-BLK125BPL,Weak
1203,CR2310AF,PIP33-BLK125BPM,-0.0611,0.2785,CR2310AF vs PIP33-BLK125BPM,Weak
1204,CR2310AF,PIP33-BLK125BPS,-0.0534,0.2499,CR2310AF vs PIP33-BLK125BPS,Weak
1205,CR2310AF,PIP33-BLK125BPXS,-0.0528,-0.0678,CR2310AF vs PIP33-BLK125BPXS,Weak
1206,CR2310AF,PIP42-874,0.2652,0.0878,CR2310AF vs PIP42-874,Weak
1207,CR2310AF,PMKN95B,0.3131,0.0631,CR2310AF vs PMKN95B,Weak
1208,CR2310AF,RA99705,-0.065,0.0462,CR2310AF vs RA99705,Weak
1209,CR2310AF,SACFCB02,0.4156,0.3232,CR2310AF vs SACFCB02,Weak
1210,CR2310AF,SFGG805PFL,0.5533,0.2408,CR2310AF vs SFGG805PFL,Weak
1211,CR2310AF,SFPUG09VMT,0.2059,0.2747,CR2310AF vs SFPUG09VMT,Weak
1212,CR2310AF,SFPUG111VMT,0.1713,0.3239,CR2310AF vs SFPUG111VMT,Weak
1213,CR2310AF,SFPUG611VMT,0.195,0.3598,CR2310AF vs SFPUG611VMT,Weak
1214,CR2310AF,SFT601,0.3791,0.198,CR2310AF vs SFT601,Weak
1215,CR2310AF,SPS3960HS,0.1117,0.207,CR2310AF vs SPS3960HS,Weak
1216,CR2310AF,SPS700HS,0.3507,0.0343,CR2310AF vs SPS700HS,Weak
1217,CR2310AF,SRCRC12,-0.1969,-0.1336,CR2310AF vs SRCRC12,Weak
1218,CR2310AF,SRCRCL,0.2482,0.1313,CR2310AF vs SRCRCL,Weak
1219,CR2310AF,SRESM60V,0.1067,0.0723,CR2310AF vs SRESM60V,Weak
1220,CR2310AF,SRMAM,0.0,0.2104,CR2310AF vs SRMAM,Weak
1221,CR2310AF,SRPEC60X90TY,0.2967,0.1753,CR2310AF vs SRPEC60X90TY,Weak
1222,CR2310AF,SRPM60X90,0.6425,0.2486,CR2310AF vs SRPM60X90,Weak
1223,CR2310AF,UVS4040,-0.0709,-0.0918,CR2310AF vs UVS4040,Weak
1224,CR2310AF,UVSVP400,0.2741,0.1393,CR2310AF vs UVSVP400,Weak
1225,CR2310AF,UVSVP401,-0.0267,0.2378,CR2310AF vs UVSVP401,Weak
1226,CR2310AF,XAGRPCFCGIS,0.0267,0.2897,CR2310AF vs XAGRPCFCGIS,Weak
1227,CR2310AF,XAPERC,-0.08,0.1375,CR2310AF vs XAPERC,Weak
1228,CR2310AF,XAPOKGIS,-0.1281,0.0203,CR2310AF vs XAPOKGIS,Weak
1229,CR2310AF,XESB60R,-0.0924,-0.0287,CR2310AF vs XESB60R,Weak
1230,CR2310AF,XGNRON,-0.007,-0.0835,CR2310AF vs XGNRON,Weak
1231,CR2310AF,XS3M501,0.3093,-0.1808,CR2310AF vs XS3M501,Weak
1232,CR2310AF,XS3M5N11,0.2755,0.0782,CR2310AF vs XS3M5N11,Weak
1233,CR2310AF,XS3M6003-TY,-0.092,0.0008,CR2310AF vs XS3M6003-TY,Weak
1234,CR2310AF,XS3M6004TY,0.0797,0.145,CR2310AF vs XS3M6004TY,Weak
1235,CR2310AF,XS3M7093TY,0.0621,-0.0111,CR2310AF vs XS3M7093TY,Weak
1236,CR2310AF,XS3M7502TY,0.0644,0.0297,CR2310AF vs XS3M7502TY,Weak
1237,CR2310AF,XSAE82509TY,0.1472,0.0155,CR2310AF vs XSAE82509TY,Weak
1238,CR2310AF,XSAE82701,0.2889,0.2226,CR2310AF vs XSAE82701,Weak
1239,CRST1130,DUNB127SXL,-0.2146,0.4115,CRST1130 vs DUNB127SXL,Weak
1240,CRST1130,GIA2005B,-0.2774,0.1287,CRST1130 vs GIA2005B,Weak
1241,CRST1130,JYG37510,-0.5216,0.4372,CRST1130 vs JYG37510,Weak
1242,CRST1130,JYR-1521M,0.5005,0.2028,CRST1130 vs JYR-1521M,Weak
1243,CRST1130,JYR-2004AM,-0.5722,-0.3125,CRST1130 vs JYR-2004AM,Weak
1244,CRST1130,JYR-2004AZ,0.3284,0.3472,CRST1130 vs JYR-2004AZ,Weak
1245,CRST1130,JYR-2004B,-0.3355,0.0476,CRST1130 vs JYR-2004B,Weak
1246,CRST1130,JYR-2004N,0.0386,0.5553,CRST1130 vs JYR-2004N,Weak
1247,CRST1130,JYR-2004R,-0.3768,0.0122,CRST1130 vs JYR-2004R,Weak
1248,CRST1130,ME6632L,0.7769,0.846,CRST1130 vs ME6632L,Genuine (strong in both)
1249,CRST1130,ME6632M,0.8178,0.904,CRST1130 vs ME6632M,Genuine (strong in both)
1250,CRST1130,ME6632XL,0.8319,0.7939,CRST1130 vs ME6632XL,Genuine (strong in both)
1251,CRST1130,ME9683L,0.7142,0.5028,CRST1130 vs ME9683L,Weak
1252,CRST1130,ME9683M,0.8165,0.5944,CRST1130 vs ME9683M,Spurious (trend only)
1253,CRST1130,ME9683S,0.8178,0.7807,CRST1130 vs ME9683S,Genuine (strong in both)
1254,CRST1130,MESX200LH,0.6962,0.551,CRST1130 vs MESX200LH,Weak
1255,CRST1130,MESX9378KCTV,0.6883,-0.0253,CRST1130 vs MESX9378KCTV,Weak
1256,CRST1130,MESX9667L,-0.1664,0.2884,CRST1130 vs MESX9667L,Weak
1257,CRST1130,MOM2700,0.3441,0.4428,CRST1130 vs MOM2700,Weak
1258,CRST1130,MRSR-1060NJTL,0.1171,0.367,CRST1130 vs MRSR-1060NJTL,Weak
1259,CRST1130,PIP33-BLK125BPL,0.7096,0.6131,CRST1130 vs PIP33-BLK125BPL,Weak
1260,CRST1130,PIP33-BLK125BPM,0.7722,0.8319,CRST1130 vs PIP33-BLK125BPM,Genuine (strong in both)
1261,CRST1130,PIP33-BLK125BPS,0.818,0.9102,CRST1130 vs PIP33-BLK125BPS,Genuine (strong in both)
1262,CRST1130,PIP33-BLK125BPXS,0.8223,0.6083,CRST1130 vs PIP33-BLK125BPXS,Spurious (trend only)
1263,CRST1130,PIP42-874,0.2536,0.3573,CRST1130 vs PIP42-874,Weak
1264,CRST1130,PMKN95B,0.5738,0.358,CRST1130 vs PMKN95B,Weak
1265,CRST1130,RA99705,0.5299,0.1833,CRST1130 vs RA99705,Weak
1266,CRST1130,SACFCB02,0.3057,0.3736,CRST1130 vs SACFCB02,Weak
1267,CRST1130,SFGG805PFL,0.3005,0.1746,CRST1130 vs SFGG805PFL,Weak
1268,CRST1130,SFPUG09VMT,0.1061,0.2624,CRST1130 vs SFPUG09VMT,Weak
